dataId,pointId,timestamp,temperature,humidity,altitude
402,4525,2024-02-08T20:07:24.000000,6.6667,53.0,281.0
403,4530,1900-01-01T00:00:01.000000,12.2222,57.0,5340.0
404,4532,2024-02-08T20:11:54.000000,18.3333,40.0,718.0
405,4535,2024-02-08T19:58:44.000000,18.8889,18.0,2352.0
406,4536,2024-02-08T20:10:04.000000,16.1111,44.0,729.0
407,4537,2024-02-08T19:32:44.000000,11.6667,40.0,1374.0
408,4543,2023-09-13T19:13:44.000000,18.8889,43.0,3621.0
409,4548,2024-02-08T19:27:44.000000,0.5556,92.0,7577.0
410,4549,2024-02-08T20:16:59.000000,11.6667,54.0,1110.0
411,4550,2024-02-08T19:25:04.000000,-3.8889,92.0,9867.0
412,4551,2024-02-08T20:08:14.000000,6.6667,54.0,5839.0
413,4563,2024-02-08T20:02:44.000000,13.3333,41.0,873.0
414,4565,2024-02-08T20:02:54.000000,14.4444,33.0,616.0
415,4566,2024-02-08T20:02:24.000000,13.8889,33.0,951.0
416,4567,2024-02-08T20:03:04.000000,15.5556,34.0,440.0
417,4569,2024-02-08T20:02:04.000000,13.3333,33.0,765.0
418,4571,2024-02-08T20:03:14.000000,16.6667,28.0,311.0
419,4574,2024-02-08T19:26:21.000000,1.6667,77.0,4445.0
420,4575,2024-02-08T19:53:31.000000,-4.4444,95.0,6585.0
421,4578,2024-02-08T19:57:54.000000,-4.4444,59.0,10430.0
422,4579,2024-02-08T20:16:04.000000,13.3333,34.0,49.0
423,4582,2024-02-08T20:03:24.000000,16.1111,30.0,395.0
424,4583,2024-02-08T20:13:15.000000,6.6667,87.0,740.0
425,4585,2024-02-08T20:16:39.000000,10.5556,60.0,708.0
426,4586,2024-02-08T20:02:34.000000,13.3333,36.0,785.0
427,4587,2024-02-08T20:02:14.000000,12.2222,34.0,1270.0
428,4591,2024-02-08T20:09:24.000000,-4.4444,96.0,6500.0
429,4602,2024-02-08T20:20:34.000000,10.5556,70.0,1267.0
430,4614,2024-02-08T20:16:44.000000,4.4444,58.0,3910.0
431,4616,2024-02-08T19:58:38.000000,-0.5556,47.0,8651.0
432,4618,2024-02-08T20:03:54.000000,8.8889,46.0,6900.0
433,4622,2024-02-08T19:44:34.000000,18.8889,20.0,1068.0
434,4629,2024-02-08T20:10:05.000000,22.2222,43.0,125.0
435,4635,2024-02-08T20:10:35.000000,13.8889,42.0,1176.0
436,4639,2024-02-08T19:33:05.000000,7.2222,76.0,303.0
437,4640,2024-02-08T19:34:54.000000,15.0,34.0,805.0
438,4644,2024-02-08T19:56:14.000000,3.3333,72.0,3150.0
439,4646,2024-02-08T20:08:44.000000,-7.2222,90.0,6848.0
440,4668,2023-10-18T16:23:34.000000,9.4444,72.0,3222.0
441,4669,2024-02-08T20:02:24.000000,21.1111,72.0,127.0
442,4672,2024-02-08T19:46:55.000000,-3.8889,89.0,9230.0
443,4676,2024-02-08T19:58:44.000000,1.6667,56.0,7460.0
444,4677,2024-02-08T19:55:24.000000,-6.6667,88.0,10341.0
445,4680,2024-02-08T20:03:14.000000,14.4444,21.0,4058.0
446,4682,2024-02-08T20:06:34.000000,-2.7778,93.0,5813.0
447,4684,2024-02-08T19:52:24.000000,18.8889,19.0,2375.0
448,4685,2024-02-08T19:54:44.000000,-1.1111,42.0,10200.0
449,4686,2024-02-08T19:32:54.000000,17.7778,27.0,820.0
450,4695,2024-02-08T20:22:54.000000,4.4444,24.0,7982.0
451,4696,2024-02-08T19:56:04.000000,6.1111,46.0,2106.0
452,4698,2024-02-08T19:29:24.000000,-2.7778,91.0,5052.0
453,4702,2024-02-08T20:19:54.000000,0.5556,77.0,4735.0
454,4703,2024-02-08T05:24:54.000000,-1.6667,99.0,4650.0
455,4704,2024-02-08T20:14:14.000000,-5.5556,91.0,8334.0
456,4705,2024-02-08T19:25:34.000000,11.6667,33.0,369.0
457,4707,2024-02-08T19:47:04.000000,-3.3333,87.0,8101.0
458,4712,2024-02-08T20:03:24.000000,17.7778,23.0,1900.0
459,4713,2024-02-08T20:03:44.000000,20.0,17.0,1833.0
460,4716,2024-02-08T20:03:54.000000,18.8889,40.0,792.0
461,4719,2024-02-08T19:58:34.000000,-2.7778,94.0,1582.0
462,4720,2024-02-08T19:56:24.000000,10.5556,21.0,5257.0
463,4722,2024-02-08T20:08:34.000000,0.0,28.0,10656.0
464,4723,2024-02-08T19:46:14.000000,20.5556,15.0,1905.0
465,4727,2024-02-08T19:58:24.000000,-1.6667,84.0,1975.0
466,4729,2024-02-08T19:47:14.000000,21.1111,24.0,797.0
467,4730,2024-02-08T19:41:55.000000,3.8889,78.0,1710.0
468,4732,2024-02-08T19:43:14.000000,11.1111,72.0,1218.0
469,4733,2024-02-08T20:05:04.000000,18.8889,24.0,925.0
470,4734,2024-02-08T19:58:04.000000,-1.6667,35.0,9515.0
471,4735,2024-02-08T19:47:24.000000,-2.2222,91.0,1835.0
472,4736,2024-02-08T19:59:04.000000,17.2222,34.0,1768.0
473,4737,2024-02-08T20:07:44.000000,20.0,39.0,520.0
474,4738,2024-02-08T20:07:54.000000,18.3333,19.0,2561.0
475,4739,2024-02-08T19:51:04.000000,17.7778,18.0,2449.0
476,4740,2024-02-08T19:59:14.000000,0.0,100.0,2010.0
477,4741,2024-02-08T19:46:04.000000,-4.4444,88.0,1440.0
478,4743,2024-02-08T19:57:14.000000,-3.8889,100.0,2270.0
479,4744,2024-02-08T20:05:24.000000,20.0,24.0,1335.0
480,4746,2024-02-08T19:43:04.000000,14.4444,62.0,93.0
481,4747,2024-02-08T20:15:25.000000,-1.1111,97.0,2030.0
482,4748,2024-02-08T20:10:34.000000,16.6667,43.0,1312.0
483,4749,2024-02-08T19:34:34.000000,-0.5556,95.0,1520.0
484,4750,2024-02-08T19:58:45.000000,8.3333,47.0,3900.0
485,4751,2023-12-21T19:41:04.000000,6.1111,69.0,1876.0
486,4752,2024-02-08T20:14:05.000000,2.7778,72.0,2927.0
487,4753,2024-02-08T19:56:54.000000,-2.7778,91.0,2134.0
488,4754,2024-02-08T19:56:14.000000,14.4444,38.0,1747.0
489,4761,2024-02-08T19:38:24.000000,24.4444,56.0,100.0
490,4762,2024-02-08T19:25:04.000000,8.8889,23.0,6733.0
491,4764,2024-02-08T19:57:34.000000,7.7778,18.0,7067.0
492,4768,2024-02-08T19:31:24.000000,1.6667,73.0,7311.0
493,4771,2024-02-08T19:48:44.000000,-3.3333,98.0,8250.0
494,4774,2023-10-12T13:55:44.000000,3.3333,89.0,6315.0
495,4776,2024-02-08T19:32:34.000000,-4.4444,89.0,9000.0
496,4777,2024-02-08T19:31:34.000000,6.1111,56.0,4928.0
497,4782,2024-02-08T18:24:14.000000,-1.1111,40.0,9380.0
498,4783,2024-02-08T19:42:54.000000,11.6667,0.0,1112.0
499,4784,2024-02-08T19:43:24.000000,12.7778,65.0,926.0
500,4793,2024-02-08T20:12:04.000000,11.1111,75.0,791.0
501,4797,2024-02-08T20:16:54.000000,14.4444,35.0,321.0
502,4802,2024-02-08T19:43:24.000000,15.5556,32.0,93.0
503,4808,2024-02-08T20:19:34.000000,15.0,28.0,297.0
504,4810,2024-02-08T19:42:24.000000,16.6667,31.0,8.0
505,4811,2024-02-08T20:07:14.000000,17.2222,28.0,99.0
506,4820,2024-02-08T15:45:14.000000,2.7778,82.0,4066.0
507,4824,2024-02-08T19:27:24.000000,-4.4444,56.0,10201.0
508,4825,2024-02-08T19:58:24.000000,2.7778,24.0,8081.0
509,4826,2024-02-08T19:31:19.000000,11.1111,44.0,20.0
510,4829,2024-02-08T16:06:54.000000,3.8889,38.0,6238.0
511,4830,2024-02-08T15:45:34.000000,7.2222,71.0,3640.0
512,4834,2024-02-08T19:57:24.000000,-2.7778,74.0,8500.0
513,4836,2024-02-08T20:17:46.000000,3.8889,44.0,4575.0
514,4837,2024-02-08T20:03:44.000000,19.4444,41.0,201.0
515,4838,2024-02-08T20:04:04.000000,20.5556,38.0,15.0
516,4840,2024-02-08T19:38:29.000000,20.5556,42.0,195.0
517,4841,2024-02-08T20:15:54.000000,13.8889,30.0,225.0
518,4842,2024-02-08T20:04:34.000000,20.0,46.0,13.0
519,4843,2024-02-08T15:04:44.000000,12.2222,55.0,160.0
520,4844,2024-02-08T20:17:34.000000,13.3333,30.0,1243.0
521,4848,2024-02-08T20:22:22.000000,1.6667,78.0,6476.0
522,4853,2024-02-08T19:37:24.000000,19.4444,65.0,2733.0
523,4854,2024-02-08T20:07:04.000000,4.4444,97.0,1340.0
524,4857,2024-02-08T15:04:54.000000,12.7778,58.0,136.0
525,4858,2023-09-05T14:49:14.000000,8.8889,80.0,3640.0
526,4859,2024-02-08T20:17:16.000000,-5.0,93.0,7585.0
527,4860,2024-02-08T19:48:24.000000,17.7778,44.0,456.0
528,4865,2024-02-08T19:46:34.000000,2.7778,29.0,8094.0
529,4867,2024-02-08T18:24:04.000000,0.0,42.0,7892.0
530,4868,2024-02-08T20:03:54.000000,18.8889,34.0,198.0
531,4869,2024-02-08T20:07:24.000000,6.6667,93.0,1295.0
532,4871,2024-02-08T20:05:04.000000,17.7778,45.0,322.0
533,4875,2024-02-08T19:57:14.000000,7.2222,30.0,6160.0
534,4903,2024-02-08T20:08:54.000000,7.7778,79.0,1330.0
535,4906,2024-02-08T20:08:34.000000,2.7778,93.0,2240.0
536,4917,2024-02-08T19:54:24.000000,4.4444,24.0,8683.0
537,4920,2024-02-08T20:05:04.000000,-6.6667,89.0,8232.0
538,4923,2024-02-08T19:57:55.000000,2.7778,62.0,5060.0
539,4926,2024-02-08T20:06:24.000000,7.2222,88.0,3200.0
540,4927,2023-09-27T19:19:44.000000,16.6667,46.0,6099.0
541,4928,2024-02-08T20:08:34.000000,-1.1111,78.0,5635.0
542,4931,2024-02-08T20:04:24.000000,4.4444,92.0,1990.0
543,4932,2024-02-08T20:12:24.000000,7.2222,67.0,1259.0
544,4936,2024-02-08T19:44:15.000000,0.5556,37.0,8279.0
545,4938,2024-02-08T20:01:24.000000,15.0,39.0,906.0
546,4940,2024-02-08T20:14:24.000000,2.7778,70.0,3945.0
547,4941,2024-02-08T19:51:14.000000,18.3333,26.0,730.0
548,4942,2024-02-08T20:03:45.000000,-0.5556,76.0,6830.0
549,4947,2024-02-08T19:50:39.000000,14.4444,36.0,476.0
550,4953,2024-02-08T20:00:05.000000,-0.5556,100.0,3450.0
551,4954,2024-02-08T19:25:54.000000,12.7778,33.0,628.0
552,4955,2024-02-08T20:01:14.000000,16.1111,39.0,783.0
553,4957,2024-02-08T20:01:45.000000,2.7778,96.0,2000.0
554,4958,2024-02-08T20:09:05.000000,8.8889,81.0,262.0
555,4959,2024-02-08T20:07:24.000000,-1.1111,66.0,5172.0
556,4960,2024-02-08T20:09:25.000000,3.8889,99.0,1150.0
557,4962,2024-02-08T20:00:15.000000,3.3333,100.0,1768.0
558,4964,2024-02-08T19:40:34.000000,-1.6667,84.0,7820.0
559,4967,2024-02-08T20:11:15.000000,3.3333,100.0,2100.0
560,4968,2024-02-08T18:23:44.000000,2.2222,96.0,6585.0
561,4970,2024-02-08T19:28:24.000000,2.7778,68.0,2840.0
562,4973,2024-02-08T19:30:14.000000,0.5556,80.0,7126.0
563,4974,2024-02-08T20:01:55.000000,1.1111,100.0,2500.0
564,4975,2024-02-08T19:35:14.000000,-0.5556,61.0,5320.0
565,4976,2024-02-08T20:11:25.000000,1.6667,100.0,2425.0
566,4983,2024-02-08T20:20:34.000000,26.1111,51.0,12.0
567,4984,2024-02-08T20:07:34.000000,20.0,59.0,399.0
568,4985,2024-02-08T20:06:14.000000,20.0,73.0,353.0
569,4988,2024-02-08T20:05:54.000000,23.8889,56.0,118.0
570,4990,2024-02-08T20:17:54.000000,0.5556,92.0,4651.0
571,4994,2024-02-08T20:06:44.000000,19.4444,74.0,295.0
572,4995,2024-02-08T20:04:24.000000,22.2222,65.0,264.0
573,4996,2024-02-08T20:00:14.000000,9.4444,56.0,3677.0
574,5000,2024-02-08T20:05:14.000000,20.0,75.0,380.0
575,5001,2024-02-08T20:09:44.000000,1.6667,80.0,5240.0
576,5003,2024-02-08T20:00:14.000000,-0.5556,89.0,7540.0
577,5004,2024-02-08T19:50:04.000000,0.0,61.0,7200.0
578,5007,2024-02-08T20:13:55.000000,12.2222,44.0,15.0
579,5010,2024-02-08T20:17:05.000000,13.3333,39.0,42.0
580,5012,2024-02-08T20:04:24.000000,6.1111,94.0,1730.0
581,5014,2024-02-08T20:00:24.000000,3.3333,72.0,4720.0
582,5016,2024-02-08T19:59:44.000000,-0.5556,81.0,5600.0
583,5017,2024-02-08T18:24:34.000000,5.0,68.0,5240.0
584,5018,2024-02-08T19:25:54.000000,3.8889,80.0,2400.0
585,5023,2024-02-08T19:41:34.000000,-3.3333,93.0,6043.0
586,5027,2024-02-08T20:08:24.000000,8.8889,79.0,1012.0
587,5028,2024-02-08T05:24:54.000000,3.3333,89.0,3734.0
588,5032,2024-02-08T20:07:54.000000,6.1111,100.0,1150.0
589,5035,2024-02-08T19:31:44.000000,1.1111,100.0,3068.0
590,5038,2024-02-08T20:06:11.000000,-1.1111,68.0,5710.0
591,5039,2024-02-08T20:15:54.000000,10.5556,66.0,920.0
592,5043,2024-02-08T19:30:44.000000,1.1111,81.0,3839.0
593,5045,2024-02-08T20:08:14.000000,8.8889,74.0,1070.0
594,5046,2024-02-08T19:30:44.000000,12.2222,63.0,800.0
595,5047,2024-02-08T20:16:45.000000,12.2222,29.0,2560.0
596,5048,2024-02-08T19:45:55.000000,15.0,21.0,3634.0
597,5051,2024-02-08T20:21:24.000000,-2.7778,78.0,1850.0
598,5053,2024-02-08T19:36:34.000000,7.2222,85.0,62.0
599,5055,2024-02-08T19:59:44.000000,1.1111,89.0,3314.0
600,5056,2024-02-08T20:16:45.000000,15.0,26.0,580.0
601,5057,2024-02-08T19:59:34.000000,0.5556,95.0,4569.0
602,5058,2024-02-08T20:01:44.000000,1.6667,93.0,3412.0
603,5059,2024-02-08T20:12:24.000000,3.8889,74.0,4130.0
604,5061,2024-02-08T20:02:44.000000,3.3333,92.0,2426.0
605,5063,2024-02-08T20:09:04.000000,-0.5556,48.0,8292.0
606,5065,2024-02-08T20:12:34.000000,5.5556,81.0,2400.0
607,5066,2024-02-08T19:26:24.000000,1.6667,92.0,2481.0
608,5069,2024-02-08T20:02:44.000000,21.1111,71.0,434.0
609,5070,2024-02-08T19:59:24.000000,-7.7778,95.0,7897.0
610,5072,2024-02-08T19:36:24.000000,3.3333,83.0,2408.0
611,5073,2024-02-08T20:02:24.000000,3.8889,78.0,2678.0
612,5075,2024-02-08T20:08:35.000000,4.4444,85.0,2230.0
613,5079,2024-02-08T20:23:34.000000,0.0,94.0,6880.0
614,5080,2024-02-08T19:31:15.000000,3.8889,95.0,1200.0
615,5082,2024-02-08T20:11:04.000000,6.6667,22.0,6239.0
616,5087,2024-02-08T19:48:59.000000,16.1111,29.0,2300.0
617,5088,2024-02-08T19:57:14.000000,7.7778,21.0,6190.0
618,5092,2024-02-08T20:17:04.000000,0.0,100.0,4752.0
619,5094,2024-02-08T19:56:54.000000,12.2222,27.0,278.0
620,5097,2024-02-08T20:16:54.000000,9.4444,65.0,1950.0
621,5103,2024-02-08T19:38:34.000000,2.2222,84.0,4590.0
622,5104,2024-02-08T20:03:14.000000,5.5556,44.0,8105.0
623,5105,2024-02-08T20:11:54.000000,1.6667,36.0,9106.0
624,5106,2024-02-08T20:10:15.000000,16.6667,13.0,2800.0
625,5107,2024-02-08T17:00:54.000000,19.4444,76.0,1162.0
626,5109,2024-02-08T17:00:24.000000,19.4444,77.0,1248.0
627,5110,2024-02-08T17:00:34.000000,20.0,77.0,864.0
628,5111,2024-02-08T17:00:44.000000,20.5556,74.0,650.0
629,5112,2024-02-08T20:05:34.000000,14.4444,29.0,2830.0
630,5117,2024-02-08T20:01:34.000000,10.0,36.0,650.0
631,5119,2024-02-08T20:07:44.000000,11.1111,27.0,820.0
632,5121,2024-02-08T19:26:14.000000,2.2222,33.0,8174.0
633,5125,2024-02-08T20:15:14.000000,10.0,29.0,345.0
634,5126,2024-02-08T20:07:34.000000,0.0,74.0,4640.0
635,5127,2024-02-08T20:13:04.000000,16.6667,34.0,51.0
636,5131,2024-02-08T18:24:34.000000,7.2222,63.0,2091.0
637,5132,2024-02-08T20:01:04.000000,8.8889,32.0,2000.0
638,5135,2024-02-08T20:02:11.000000,-2.7778,73.0,5719.0
639,5136,2024-02-08T20:03:24.000000,21.1111,70.0,158.0
640,5147,2024-02-08T20:02:01.000000,3.8889,66.0,3168.0
641,5151,2024-02-08T19:30:14.000000,0.5556,70.0,6027.0
642,5153,2024-02-08T19:58:54.000000,8.8889,21.0,5883.0
643,5154,2024-02-08T19:56:04.000000,0.5556,35.0,8930.0
644,5155,2024-02-08T20:06:21.000000,-1.6667,84.0,5589.0
645,5156,2024-02-08T19:34:14.000000,8.3333,54.0,2164.0
646,5160,2024-02-08T20:13:34.000000,8.8889,45.0,460.0
647,5161,2024-02-08T16:07:04.000000,3.3333,94.0,40.0
648,5166,2024-02-08T19:29:44.000000,9.4444,81.0,120.0
649,5169,2024-02-08T19:32:04.000000,3.8889,62.0,5970.0
650,5177,2024-02-08T19:48:14.000000,12.7778,42.0,6620.0
651,5179,2024-02-08T19:37:34.000000,21.6667,71.0,1270.0
652,5182,2024-02-08T19:37:44.000000,11.6667,50.0,1605.0
653,5184,2024-02-08T19:56:24.000000,12.7778,3.0,1262.0
654,5185,2024-02-08T20:04:14.000000,14.4444,28.0,1190.0
655,5186,2024-02-08T19:41:31.000000,18.8889,80.0,80.0
656,5187,2024-02-08T20:03:24.000000,10.5556,53.0,1269.0
657,5188,2024-02-08T19:54:34.000000,1.6667,25.0,8489.0
658,5189,2024-02-08T19:35:04.000000,-0.5556,32.0,9207.0
659,5192,2024-02-08T20:08:05.000000,12.2222,30.0,1100.0
660,5193,2024-02-08T20:00:54.000000,7.2222,36.0,1800.0
661,5195,2024-02-08T20:02:34.000000,20.5556,33.0,527.0
662,5196,2024-02-08T20:06:14.000000,5.0,98.0,1475.0
663,5198,2024-02-08T20:05:44.000000,24.4444,55.0,15.0
664,5200,2024-02-08T20:02:54.000000,20.0,25.0,932.0
665,5203,2024-02-08T20:20:24.000000,4.4444,100.0,1385.0
666,5204,2024-02-08T19:30:44.000000,17.7778,35.0,1231.0
667,5208,2024-02-08T19:47:24.000000,1.1111,88.0,4478.0
668,5216,2024-02-08T20:10:24.000000,20.5556,78.0,329.0
669,5217,2024-02-08T19:32:44.000000,-0.5556,41.0,8233.0
670,5218,2024-02-08T20:07:34.000000,5.0,100.0,1480.0
671,5219,2024-02-08T20:07:14.000000,5.0,97.0,1350.0
672,5221,2024-02-08T20:06:34.000000,5.0,100.0,1377.0
673,5222,2024-02-08T20:06:14.000000,13.8889,30.0,201.0
674,5223,2024-02-08T20:06:44.000000,14.4444,31.0,206.0
675,5224,2024-02-08T20:06:34.000000,13.8889,31.0,80.0
676,5225,2024-02-08T20:06:54.000000,13.8889,30.0,196.0
677,5226,2024-02-08T20:06:34.000000,20.0,64.0,478.0
678,5227,2024-02-08T20:06:24.000000,4.4444,99.0,1060.0
679,5229,2024-02-08T20:15:54.000000,26.6667,58.0,25.0
680,5230,2024-02-08T20:07:04.000000,13.8889,30.0,116.0
681,5231,2024-02-08T20:22:24.000000,22.7778,65.0,100.0
682,5232,2024-02-08T19:32:34.000000,3.8889,65.0,4098.0
683,5233,2024-02-08T20:07:44.000000,4.4444,100.0,1352.0
684,5234,2024-02-08T19:47:04.000000,5.5556,60.0,1825.0
685,5235,2024-02-08T19:51:24.000000,5.5556,66.0,110.0
686,5237,2024-02-08T20:09:45.000000,-3.3333,100.0,5185.0
687,5239,2024-02-08T19:52:34.000000,14.4444,23.0,4425.0
688,5240,2024-02-08T19:44:04.000000,15.0,13.0,3570.0
689,5241,2024-02-08T19:41:34.000000,0.0,100.0,3400.0
690,5242,2024-02-08T19:30:04.000000,8.3333,67.0,634.0
691,5244,2024-02-08T19:52:54.000000,1.6667,83.0,4621.0
692,5245,2024-02-08T19:31:08.000000,8.3333,70.0,12.0
693,5246,2023-12-19T17:53:34.000000,8.3333,99.0,3740.0
694,5247,2024-02-08T20:00:14.000000,15.0,71.0,946.0
695,5249,2024-02-08T20:00:24.000000,21.6667,29.0,1266.0
696,5251,2024-02-08T20:15:24.000000,-2.7778,81.0,6400.0
697,5253,2024-02-08T20:14:44.000000,16.1111,29.0,120.0
698,5254,2024-02-08T19:25:14.000000,9.4444,70.0,1116.0
699,5255,2024-02-08T20:02:04.000000,-1.6667,94.0,9521.0
700,5256,2024-02-08T19:37:04.000000,10.0,34.0,4925.0
701,5257,2024-02-08T19:32:54.000000,5.5556,66.0,3797.0
702,5258,2024-02-08T20:10:05.000000,11.1111,29.0,2701.0
703,5262,2024-02-08T19:35:44.000000,4.4444,62.0,2961.0
704,5263,2024-02-08T19:38:34.000000,1.1111,32.0,9097.0
705,5267,2024-02-08T20:14:05.000000,14.4444,36.0,453.0
706,5269,2024-02-08T19:53:34.000000,0.5556,92.0,5672.0
707,5270,2024-02-08T20:08:54.000000,9.4444,44.0,4629.0
708,5276,2024-02-08T19:37:05.000000,10.0,34.0,5400.0
709,5277,2024-02-08T19:45:24.000000,25.5556,46.0,15.0
710,5279,1900-01-01T00:00:01.000000,15.5556,81.0,2053.0
711,5280,2024-02-08T19:53:11.000000,-1.6667,95.0,8616.0
712,5281,2024-02-08T20:18:25.000000,16.6667,30.0,100.0
713,5283,2024-02-08T20:08:34.000000,4.4444,92.0,1320.0
714,5284,2024-02-08T20:04:14.000000,20.0,34.0,91.0
715,5287,2024-02-08T20:19:14.000000,10.0,32.0,5400.0
716,5289,2024-02-08T19:34:44.000000,20.5556,36.0,96.0
717,5291,2024-02-08T20:03:54.000000,5.5556,51.0,3231.0
718,5293,2024-02-08T19:46:54.000000,20.5556,76.0,412.0
719,5295,2024-02-08T20:11:34.000000,10.0,39.0,740.0
720,5298,2024-02-08T19:53:44.000000,16.6667,33.0,60.0
721,5299,2024-02-08T20:04:04.000000,20.5556,34.0,155.0
722,5302,2024-02-08T20:18:05.000000,16.6667,43.0,29.0
723,5303,2024-02-08T19:45:04.000000,13.8889,70.0,6549.0
724,5305,2024-02-08T19:51:14.000000,15.0,30.0,548.0
725,5306,2024-02-08T20:18:55.000000,15.5556,32.0,100.0
726,5308,2024-02-08T20:13:34.000000,6.1111,78.0,3232.0
727,5310,2024-02-08T20:17:01.000000,1.6667,93.0,7554.0
728,5311,2024-02-08T19:57:04.000000,9.4444,43.0,5700.0
729,5313,2024-02-08T20:19:24.000000,4.4444,79.0,7120.0
730,5314,2024-02-08T20:15:04.000000,2.7778,87.0,3963.0
731,5316,2024-02-08T19:54:41.000000,20.5556,66.0,3.0
732,5318,2024-02-08T20:00:25.000000,0.5556,95.0,3116.0
733,5319,2024-02-08T20:01:34.000000,17.2222,24.0,921.0
734,5320,2024-02-08T20:01:44.000000,17.2222,18.0,1473.0
735,5321,2024-02-08T20:18:34.000000,12.2222,62.0,30.0
736,5323,2024-02-08T18:23:44.000000,-2.7778,88.0,7855.0
737,5324,2024-02-08T19:59:04.000000,17.7778,100.0,5.0
738,5326,2024-02-08T19:49:04.000000,2.7778,74.0,3060.0
739,5329,2024-02-08T20:07:14.000000,-4.4444,91.0,8890.0
740,5331,2024-02-08T20:03:04.000000,5.0,73.0,2160.0
741,5332,2024-02-08T19:56:24.000000,17.7778,18.0,1388.0
742,5333,2024-02-08T18:23:54.000000,3.3333,79.0,2873.0
743,5336,2024-02-08T20:04:34.000000,20.5556,33.0,20.0
744,5338,2024-02-08T20:04:24.000000,20.0,29.0,71.0
745,5339,2024-02-08T19:56:34.000000,6.1111,81.0,2296.0
746,5340,2024-02-08T20:08:14.000000,12.2222,29.0,1100.0
747,5342,2024-02-08T19:38:44.000000,0.5556,81.0,4980.0
748,5345,2024-02-08T19:54:24.000000,15.0,32.0,383.0
749,5346,2024-02-08T19:35:34.000000,7.2222,45.0,3772.0
750,5349,2024-02-08T20:10:04.000000,16.1111,63.0,1333.0
751,5351,2024-02-08T19:53:24.000000,14.4444,79.0,635.0
752,5355,2024-02-08T19:54:14.000000,16.6667,62.0,1322.0
753,5357,2024-02-08T19:39:24.000000,18.8889,51.0,1167.0
754,5358,2024-02-08T19:47:04.000000,20.5556,35.0,1487.0
755,5361,2024-02-08T19:29:54.000000,10.0,54.0,855.0
756,5362,2024-02-08T19:53:34.000000,21.1111,41.0,1100.0
757,5363,2024-02-08T19:45:54.000000,23.3333,76.0,338.0
758,5364,2024-02-08T19:29:44.000000,5.5556,89.0,270.0
759,5365,2024-02-08T19:43:04.000000,17.2222,89.0,230.0
760,5366,2024-02-08T19:58:54.000000,20.0,71.0,230.0
761,5367,2024-02-08T19:42:34.000000,17.7778,82.0,300.0
762,5368,2024-02-08T19:34:44.000000,26.1111,56.0,86.0
763,5369,2024-02-08T19:58:14.000000,2.7778,60.0,5325.0
764,5372,2024-02-08T20:13:54.000000,3.8889,76.0,3607.0
765,5373,2024-02-08T20:18:44.000000,22.7778,53.0,442.0
766,5374,2024-02-08T20:15:14.000000,1.1111,78.0,5255.0
767,5376,2024-02-08T15:50:49.000000,5.5556,60.0,110.0
768,5377,2024-02-08T20:03:24.000000,1.6667,70.0,5053.0
769,5382,2024-02-08T20:18:54.000000,22.7778,46.0,722.0
770,5386,2024-02-08T20:07:44.000000,7.7778,43.0,2011.0
771,5391,2024-02-08T19:36:58.000000,21.1111,38.0,1024.0
772,5396,2024-02-08T20:18:04.000000,9.4444,39.0,5146.0
773,5397,2024-02-08T14:49:54.000000,5.5556,45.0,2229.0
774,5399,2024-02-08T15:51:04.000000,8.3333,37.0,1704.0
775,5406,2024-02-08T20:21:24.000000,17.7778,46.0,649.0
776,5407,2024-02-08T20:09:14.000000,11.1111,67.0,1402.0
777,5409,2024-02-08T19:47:14.000000,16.1111,44.0,19.0
778,5410,2024-02-08T19:40:44.000000,1.1111,58.0,6000.0
779,5415,2024-02-08T19:55:34.000000,10.5556,44.0,15.0
780,5416,2024-02-08T20:09:24.000000,12.7778,69.0,878.0
781,5417,2024-02-08T15:50:34.000000,8.8889,39.0,1105.0
782,5418,2024-02-08T14:08:51.000000,5.0,45.0,2245.0
783,5419,2024-02-08T05:24:54.000000,-1.1111,100.0,2649.0
784,5420,2024-02-08T19:59:43.000000,-0.5556,84.0,5927.0
785,5421,2024-02-08T19:59:53.000000,2.7778,66.0,3940.0
786,5422,2024-02-08T20:18:14.000000,-6.1111,91.0,8180.0
787,5423,2024-02-08T19:27:14.000000,5.0,64.0,5240.0
788,5424,2024-02-08T19:55:35.000000,1.1111,100.0,3945.0
789,5425,2024-02-08T19:40:14.000000,-3.3333,96.0,3320.0
790,5426,2024-02-08T19:28:04.000000,0.5556,62.0,7480.0
791,5428,2024-02-08T20:21:24.000000,5.0,50.0,4020.0
792,5429,2024-02-08T19:55:45.000000,1.6667,71.0,4920.0
793,5430,2024-02-08T20:06:04.000000,3.3333,54.0,3804.0
794,5431,2024-02-08T19:59:13.000000,0.5556,76.0,5450.0
795,5432,2024-02-08T19:36:25.000000,1.1111,75.0,6150.0
796,5434,2024-02-08T19:51:45.000000,2.7778,69.0,5200.0
797,5435,2024-02-08T19:27:44.000000,2.7778,46.0,6469.0
798,5436,2024-02-08T19:52:43.000000,1.1111,76.0,4636.0
799,5437,2024-02-08T19:55:35.000000,-0.5556,78.0,5270.0
800,5438,2024-02-08T19:40:13.000000,3.3333,64.0,5100.0
801,5439,2024-02-08T20:11:33.000000,6.6667,57.0,4452.0
802,5441,2024-02-08T19:27:24.000000,3.3333,52.0,6722.0
803,5442,2024-02-08T19:27:34.000000,-3.3333,95.0,8269.0
